Player,Team,Season,PPG,RPG,APG,WinPct,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP,is_outlier
Boris Diaw,PHO,07/08,8.8,4.6,3.9,0.671,3.0,0,103,109,12.0,-0.8,16.6,0.7,False
Amir Johnson,DET,07/08,3.6,3.8,0.5,0.72,3.0,0,115,95,17.5,1.3,14.1,0.6,False
Damon Jones,CLE,07/08,6.5,1.1,1.9,0.549,3.0,0,121,112,11.3,-0.4,14.0,0.5,False
Andray Blatche,WAS,07/08,7.5,5.2,1.1,0.524,3.0,0,103,105,15.5,-1.7,19.7,0.1,False
Matt Carroll,CHA,07/08,9.0,2.8,0.9,0.39,3.0,0,110,112,10.7,-2.0,16.1,0.0,False
Zach Randolph,NYK,07/08,17.6,10.3,2.0,0.28,3.0,0,101,109,18.0,-0.6,27.4,0.8,False
Jared Dudley,CHA,07/08,5.8,3.9,1.1,0.39,2.9,0,112,109,13.6,-0.7,14.9,0.4,False
Jarvis Hayes,DET,07/08,6.7,2.2,0.8,0.72,2.9,0,105,104,13.0,-0.6,21.1,0.5,False
Earl Watson,OKC,07/08,10.7,2.9,6.8,0.244,2.9,0,105,112,14.6,-0.9,18.8,0.6,False
Mickaël Piétrus,GSW,07/08,7.2,3.7,0.7,0.585,2.8,0,111,107,12.7,-0.2,15.3,0.6,False
Carlos Arroyo,ORL,07/08,6.9,1.8,3.5,0.634,2.8,0,111,109,12.8,-0.9,17.0,0.3,False
Ime Udoka,SAS,07/08,5.8,3.1,0.9,0.683,2.8,0,101,100,11.5,0.2,16.7,0.7,False
Matt Harpring,UTA,07/08,8.2,3.2,1.1,0.659,2.8,0,107,108,14.1,-1.9,21.5,0.0,False
Reggie Evans,PHI,07/08,5.2,7.5,0.8,0.488,2.7,0,97,103,11.0,-3.0,13.6,-0.5,False
Tony Allen,BOS,07/08,6.6,2.2,1.5,0.805,2.7,0,98,99,10.7,-1.7,19.6,0.1,False
Chris Quinn,MIA,07/08,7.8,2.0,3.0,0.183,2.6,0,113,112,13.8,-0.5,16.6,0.5,False
Glen Davis,BOS,07/08,4.5,3.0,0.4,0.805,2.5,0,105,99,11.3,-3.0,17.4,-0.2,False
Udonis Haslem,MIA,07/08,12.0,9.0,1.4,0.183,2.5,0,104,109,12.7,-2.7,16.7,-0.3,False
Travis Diener,IND,07/08,6.9,1.7,3.8,0.439,2.5,0,111,111,12.2,-1.4,16.5,0.2,False
Sean Williams,BRK,07/08,5.6,4.4,0.4,0.415,2.5,0,105,105,13.9,-2.2,15.5,-0.1,False
Tyrus Thomas,CHI,07/08,6.8,4.6,1.2,0.402,2.4,0,101,103,14.6,-0.6,19.7,0.5,False
Marko Jarić,MIN,07/08,8.3,3.0,4.1,0.268,2.4,0,104,111,12.1,-0.9,15.0,0.6,False
Beno Udrih,SAC,07/08,12.8,3.3,4.3,0.463,2.4,0,105,113,13.3,-1.4,19.8,0.3,False
Devin Brown,CLE,07/08,7.5,3.4,2.2,0.549,2.4,0,102,108,11.3,-2.1,17.8,-0.1,False
Anderson Varejão,CLE,07/08,6.7,8.3,1.1,0.549,2.4,0,103,104,12.0,-2.6,13.4,-0.2,False
Brent Barry,SAS,07/08,7.1,1.8,1.7,0.683,2.3,0,128,104,16.7,3.6,16.1,0.8,False
Chris Duhon,CHI,07/08,5.8,1.8,4.0,0.402,2.3,0,109,111,11.1,-1.7,13.4,0.1,False
Dikembe Mutombo,HOU,07/08,3.0,5.1,0.1,0.671,2.3,0,124,97,14.5,1.3,8.6,0.5,False
Kevin Durant,OKC,07/08,20.3,4.4,2.4,0.244,2.3,0,100,110,15.8,-0.1,28.1,1.3,False
Jerry Stackhouse,DAL,07/08,10.7,2.3,2.5,0.622,2.3,0,105,110,13.3,-0.8,22.4,0.4,False
Matt Barnes,GSW,07/08,6.7,4.4,1.9,0.585,2.3,0,105,108,12.9,-0.2,16.7,0.6,False
Stephen Curry,GSW,15/16,30.1,5.4,6.7,0.89,17.9,1,125,103,31.5,11.9,32.6,9.5,False
Kevin Durant,OKC,15/16,28.2,8.2,5.0,0.671,14.5,0,122,104,28.2,9.9,30.6,7.8,True
Russell Westbrook,OKC,15/16,23.5,7.8,10.4,0.671,14.0,0,115,103,27.6,7.8,31.6,6.8,True
Kawhi Leonard,SAS,15/16,21.2,6.8,2.6,0.817,13.7,0,121,96,26.0,9.1,25.8,6.7,True
LeBron James,CLE,15/16,25.3,7.4,6.8,0.695,13.6,0,116,103,27.5,9.0,31.4,7.5,True
James Harden,HOU,15/16,29.0,6.1,7.5,0.5,13.3,0,115,108,25.3,6.6,32.5,6.8,True
Chris Paul,LAC,15/16,19.5,4.2,10.0,0.646,12.7,0,119,103,26.2,7.9,27.1,6.0,True
Kyle Lowry,TOR,15/16,21.2,4.7,6.4,0.683,11.6,0,115,104,22.2,5.8,26.1,5.7,True
DeAndre Jordan,LAC,15/16,12.7,13.8,1.2,0.646,11.5,0,122,98,20.6,2.8,15.4,3.2,True
Draymond Green,GSW,15/16,14.0,9.5,7.4,0.89,11.1,0,115,100,19.3,5.5,18.8,5.3,True
Hassan Whiteside,MIA,15/16,14.2,11.8,0.4,0.585,10.3,0,117,95,25.6,4.1,20.7,3.3,True
LaMarcus Aldridge,SAS,15/16,18.0,8.5,1.5,0.817,10.1,0,114,99,22.4,2.3,25.9,2.5,False
Paul Millsap,ATL,15/16,17.1,9.0,3.3,0.585,10.1,0,108,96,21.3,4.2,24.3,4.1,False
Kemba Walker,CHA,15/16,20.9,4.4,5.2,0.585,9.9,0,112,105,20.8,4.0,26.5,4.3,False
DeMar DeRozan,TOR,15/16,23.5,4.5,4.0,0.683,9.9,0,113,108,21.5,2.5,29.8,3.2,False
Isaiah Thomas,BOS,15/16,22.2,3.0,6.2,0.585,9.7,0,113,107,21.5,4.3,29.6,4.2,False
Al Horford,ATL,15/16,15.2,7.3,3.2,0.585,9.4,0,113,101,19.4,3.8,20.6,3.9,False
Paul George,IND,15/16,23.1,7.0,4.1,0.549,9.2,0,106,101,20.9,4.9,30.4,4.9,True
Damian Lillard,POR,15/16,25.1,4.0,6.8,0.537,9.2,0,113,110,22.2,4.4,31.3,4.3,False
Jimmy Butler,CHI,15/16,20.9,5.3,4.8,0.512,9.1,0,116,106,21.3,4.4,24.4,3.9,False
Gordon Hayward,UTA,15/16,19.7,5.0,3.7,0.488,8.9,0,110,105,18.3,2.6,25.7,3.3,False
Tristan Thompson,CLE,15/16,7.8,9.0,0.8,0.695,8.7,0,130,104,15.9,0.2,11.7,1.2,False
Kevin Love,CLE,15/16,16.0,9.9,2.4,0.695,8.5,0,112,102,19.0,3.3,23.4,3.3,False
Karl-Anthony Towns,MIN,15/16,18.3,10.5,2.0,0.354,8.3,0,112,106,22.5,2.2,24.9,2.7,False
Enes Freedom,OKC,15/16,12.7,8.1,0.4,0.671,8.1,0,123,105,24.0,1.2,23.4,1.4,False
Klay Thompson,GSW,15/16,22.1,3.8,2.1,0.89,8.0,0,112,107,18.6,1.8,26.3,2.5,False
Marvin Williams,CHA,15/16,11.7,6.4,1.4,0.585,7.8,0,118,104,16.9,2.7,16.8,2.7,False
Greg Monroe,MIL,15/16,15.3,8.8,2.3,0.402,7.5,0,113,106,21.8,2.1,23.5,2.4,False
Andre Drummond,DET,15/16,16.2,14.8,0.8,0.537,7.4,0,103,98,21.2,1.1,24.1,2.0,True
Jae Crowder,BOS,15/16,14.2,5.1,1.8,0.585,7.3,0,113,102,15.8,2.2,18.5,2.5,False
Marcin Gortat,WAS,15/16,13.5,9.9,1.4,0.5,7.3,0,114,104,19.0,0.6,18.9,1.5,False
Anthony Davis,NOP,15/16,24.3,10.3,1.9,0.366,7.2,0,110,104,25.0,3.9,29.6,3.2,False
Derrick Favors,UTA,15/16,16.4,8.1,1.5,0.488,7.1,0,111,101,21.6,3.3,23.9,2.6,False
Pau Gasol,CHI,15/16,16.5,11.0,4.1,0.512,7.1,0,107,101,21.7,4.9,24.6,4.0,False
Giannis Antetokounmpo,MIL,15/16,16.9,7.6,4.3,0.402,7.1,0,109,106,18.8,2.1,22.3,2.9,False
Reggie Jackson,DET,15/16,18.8,3.2,6.2,0.537,6.9,0,109,108,19.6,2.7,29.1,2.8,False
Jonas Valančiūnas,TOR,15/16,12.8,9.1,0.7,0.683,6.9,0,120,102,22.6,1.7,20.9,1.4,False
Dirk Nowitzki,DAL,15/16,18.3,6.5,1.8,0.512,6.8,0,110,106,19.0,2.5,25.5,2.7,False
Ed Davis,POR,15/16,6.5,7.4,1.1,0.537,6.7,0,128,104,18.7,1.9,12.7,1.6,False
JJ Redick,LAC,15/16,16.3,1.9,1.4,0.646,6.7,0,118,109,17.5,2.2,22.6,2.2,False
Nikola Jokić,DEN,15/16,10.0,7.0,2.4,0.402,6.7,0,118,104,21.5,3.9,19.9,2.6,False
Dwight Howard,HOU,15/16,13.7,11.8,1.4,0.5,6.6,0,111,104,18.9,0.1,18.4,1.2,True
Steven Adams,OKC,15/16,8.0,6.7,0.8,0.671,6.5,0,123,105,15.5,0.2,12.6,1.1,False
Rudy Gobert,UTA,15/16,9.1,11.0,1.5,0.488,6.4,0,112,99,17.5,2.2,14.2,2.0,False
Luol Deng,MIA,15/16,12.3,6.0,1.9,0.585,6.4,0,112,105,15.0,0.8,17.4,1.7,False
Chris Bosh,MIA,15/16,19.1,7.4,2.4,0.585,6.4,0,114,104,20.2,4.0,24.7,2.7,False
Carmelo Anthony,NYK,15/16,21.8,7.7,4.2,0.39,6.4,0,107,107,20.3,3.3,29.7,3.4,False
Danilo Gallinari,DEN,15/16,19.5,5.3,2.5,0.402,6.3,0,120,111,19.0,2.7,23.0,2.2,False
Cody Zeller,CHA,15/16,8.7,6.2,1.0,0.585,6.3,0,119,102,16.1,-0.1,15.4,0.9,False
George Hill,IND,15/16,12.1,4.0,3.5,0.549,6.2,0,112,106,13.2,0.7,15.8,1.7,False
Ian Mahinmi,IND,15/16,9.3,7.1,1.5,0.549,6.2,0,114,100,16.6,0.9,15.7,1.4,False
Brook Lopez,BRK,15/16,20.6,7.8,2.0,0.256,6.2,0,109,109,21.7,1.3,27.3,2.1,False
Khris Middleton,MIL,15/16,18.2,3.8,4.2,0.402,6.1,0,109,110,16.8,0.6,23.0,1.9,False
Mason Plumlee,POR,15/16,9.1,7.7,2.8,0.537,6.1,0,112,104,17.2,1.5,17.1,1.9,False
CJ McCollum,POR,15/16,20.8,3.2,4.3,0.537,6.0,0,108,110,17.7,1.3,27.1,2.3,False
Zaza Pachulia,DAL,15/16,8.6,9.4,1.7,0.512,6.0,0,113,104,16.2,-0.2,16.2,0.9,False
Rodney Hood,UTA,15/16,14.5,3.4,2.7,0.488,6.0,0,109,107,14.1,0.7,21.5,1.7,False
Amir Johnson,BOS,15/16,7.3,6.4,1.7,0.585,5.9,0,117,102,16.0,1.2,13.6,1.4,False
Bismack Biyombo,TOR,15/16,5.5,8.0,0.4,0.683,5.9,0,118,101,14.9,-0.2,11.5,0.8,False
Jeff Teague,ATL,15/16,15.7,2.7,5.9,0.585,5.9,0,105,104,17.9,1.3,26.6,1.9,False
Gorgui Dieng,MIN,15/16,10.1,7.1,1.7,0.354,5.9,0,113,106,17.1,0.8,16.7,1.5,False
Tony Parker,SAS,15/16,11.9,2.4,5.3,0.817,5.8,0,109,103,16.2,0.4,21.2,1.2,False
Robin Lopez,NYK,15/16,10.3,7.3,1.4,0.39,5.8,0,113,107,17.6,-0.2,17.7,1.0,False
Ricky Rubio,MIN,15/16,10.1,4.3,8.7,0.354,5.8,0,110,107,17.6,1.8,17.7,2.3,True
John Wall,WAS,15/16,19.9,4.9,10.2,0.5,5.7,0,102,104,19.8,3.5,28.6,3.9,True
DeMarcus Cousins,SAC,15/16,26.9,11.5,3.3,0.402,5.7,0,103,103,23.6,3.3,35.4,3.0,True
Evan Fournier,ORL,15/16,15.4,2.8,2.7,0.427,5.7,0,111,110,14.6,-0.3,20.1,1.1,False
Otto Porter Jr.,WAS,15/16,11.6,5.2,1.6,0.5,5.6,0,112,105,14.5,1.1,16.2,1.8,False
Kenneth Faried,DEN,15/16,12.5,8.7,1.2,0.402,5.5,0,116,107,21.0,0.3,21.0,1.0,False
Serge Ibaka,OKC,15/16,12.6,6.8,0.8,0.671,5.5,0,108,105,13.9,-0.6,17.6,0.8,False
J.R. Smith,CLE,15/16,12.4,2.8,1.7,0.695,5.5,0,110,106,12.4,0.5,18.0,1.5,False
Andrew Bogut,GSW,15/16,5.4,7.0,2.3,0.89,5.4,0,120,99,15.9,2.4,11.4,1.6,False
Marcus Morris,DET,15/16,14.1,5.0,2.5,0.537,5.4,0,107,108,12.7,-0.2,18.4,1.3,False
Aaron Gordon,ORL,15/16,9.2,6.5,1.6,0.427,5.4,0,114,105,17.0,1.0,17.3,1.4,False
David West,SAS,15/16,7.1,4.0,1.8,0.817,5.4,0,114,98,17.6,2.9,18.0,1.7,False
Trevor Ariza,HOU,15/16,12.7,4.5,2.3,0.5,5.4,0,110,108,12.9,0.4,15.7,1.7,False
Taj Gibson,CHI,15/16,8.6,6.9,1.5,0.512,5.4,0,115,106,15.7,0.0,14.6,1.0,False
Kentavious Caldwell-Pope,DET,15/16,14.5,3.7,1.8,0.537,5.3,0,107,107,12.4,-0.3,18.2,1.2,False
Mike Conley,MEM,15/16,15.3,2.9,6.1,0.512,5.3,0,115,110,19.4,3.0,22.4,2.2,False
Darren Collison,SAC,15/16,14.0,2.3,4.3,0.402,5.2,0,115,112,15.9,0.1,19.2,1.2,False
Tim Duncan,SAS,15/16,8.6,7.3,2.7,0.817,5.2,0,107,96,16.9,3.0,17.6,2.0,False
Nikola Vučević,ORL,15/16,18.2,8.9,2.8,0.427,5.2,0,106,105,21.1,1.9,26.8,2.0,False
Kyrie Irving,CLE,15/16,19.6,3.0,4.7,0.695,5.0,0,109,106,19.9,2.3,29.5,1.8,False
Nicolas Batum,CHA,15/16,14.9,6.1,5.8,0.585,5.0,0,104,105,15.6,1.2,21.4,2.0,False
Harrison Barnes,GSW,15/16,11.7,4.9,1.8,0.89,4.9,0,114,107,12.3,-1.3,15.9,0.3,False
Dwyane Wade,MIA,15/16,19.0,4.1,4.6,0.585,4.9,0,103,106,20.3,1.9,31.6,2.2,False
Victor Oladipo,ORL,15/16,16.0,4.8,3.9,0.427,4.9,0,105,106,16.7,1.7,22.9,2.3,False
Patty Mills,SAS,15/16,8.5,2.0,2.8,0.817,4.8,0,109,102,14.6,1.5,19.7,1.5,False
Jared Sullinger,BOS,15/16,10.3,8.3,2.3,0.585,4.8,0,103,100,16.7,0.6,21.8,1.3,False
Avery Bradley,BOS,15/16,15.2,2.9,2.1,0.585,4.8,0,105,106,13.2,-0.1,19.8,1.2,False
Goran Dragić,MIA,15/16,14.1,3.8,5.8,0.585,4.7,0,105,107,15.5,-0.4,21.9,1.0,False
Lou Williams,LAL,15/16,15.3,2.5,2.5,0.207,4.7,0,115,114,17.7,1.3,22.8,1.6,False
Jared Dudley,WAS,15/16,7.9,3.5,2.1,0.5,4.6,0,114,107,11.7,-0.1,12.7,1.0,False
Shaun Livingston,GSW,15/16,6.3,2.2,3.0,0.89,4.6,0,119,106,13.8,0.3,14.2,0.9,False
Rajon Rondo,SAC,15/16,11.9,6.0,11.7,0.402,4.6,0,105,107,16.9,1.0,18.8,1.9,True
Thabo Sefolosha,ATL,15/16,6.4,4.5,1.4,0.585,4.5,0,108,100,12.4,0.8,12.3,1.3,False
Clint Capela,HOU,15/16,7.0,6.4,0.6,0.5,4.4,0,114,104,18.3,-0.4,16.1,0.6,False
Andre Iguodala,GSW,15/16,7.0,4.0,3.4,0.89,4.4,0,115,105,12.2,1.1,12.1,1.4,False
Patrick Beverley,HOU,15/16,9.9,3.5,3.4,0.5,4.4,0,114,110,13.0,0.2,15.3,1.1,False
Kristaps Porziņģis,NYK,15/16,14.3,7.3,1.3,0.39,4.4,0,103,103,17.7,0.9,24.6,1.5,False
Trevor Booker,UTA,15/16,5.9,5.7,1.1,0.488,4.3,0,109,102,14.4,0.0,14.6,0.8,False
Zach Randolph,MEM,15/16,15.3,7.8,2.1,0.512,4.3,0,107,109,18.3,-0.3,24.6,0.9,False
Allen Crabbe,POR,15/16,10.3,2.7,1.2,0.537,4.3,0,114,110,12.2,-1.0,16.4,0.5,False
Will Barton,DEN,15/16,14.4,5.8,2.5,0.402,4.3,0,105,108,16.0,0.8,23.0,1.7,False
Chandler Parsons,DAL,15/16,13.7,4.7,2.8,0.512,4.3,0,110,108,16.2,2.0,20.5,1.8,False
Monta Ellis,IND,15/16,13.8,3.3,4.7,0.549,4.3,0,99,103,13.7,0.1,21.2,1.5,False
Danny Green,SAS,15/16,7.2,3.8,1.8,0.817,4.2,0,99,99,10.5,1.1,14.6,1.6,False
Brandon Bass,LAL,15/16,7.2,4.3,1.1,0.207,4.1,0,127,111,17.3,0.6,13.9,0.9,False
Kelly Olynyk,BOS,15/16,10.0,4.1,1.5,0.585,4.1,0,110,103,16.3,1.9,20.9,1.4,False
Kent Bazemore,ATL,15/16,11.6,5.1,2.3,0.585,4.1,0,99,100,13.4,0.3,20.0,1.2,False
Andrew Wiggins,MIN,15/16,20.7,3.6,2.0,0.354,4.1,0,106,113,16.5,-1.3,27.2,0.5,False
Kyle Korver,ATL,15/16,9.2,3.2,2.0,0.585,4.1,0,104,105,9.7,-1.0,13.7,0.6,False
Aron Baynes,DET,15/16,6.3,4.7,0.6,0.537,4.1,0,114,104,17.8,-0.2,18.5,0.6,False
Thaddeus Young,BRK,15/16,15.1,9.0,1.9,0.256,4.1,0,104,107,17.5,0.0,21.6,1.2,False
José Calderón,NYK,15/16,7.6,3.2,4.1,0.39,4.0,0,114,109,12.3,-0.6,12.6,0.7,False
Evan Turner,BOS,15/16,10.5,4.9,4.4,0.585,4.0,0,102,104,13.6,0.0,18.8,1.1,False
Gary Harris,DEN,15/16,12.3,2.9,1.9,0.402,4.0,0,110,111,12.7,-0.9,16.5,0.7,False
Al-Farouq Aminu,POR,15/16,10.2,6.1,1.7,0.537,4.0,0,105,107,12.7,0.1,16.9,1.2,False
Nikola Mirotić,CHI,15/16,11.8,5.5,1.5,0.512,3.9,0,107,104,15.6,1.5,21.1,1.5,False
Jordan Hill,IND,15/16,8.8,6.2,1.2,0.549,3.9,0,106,102,16.4,-0.7,20.3,0.5,False
Ryan Anderson,NOP,15/16,17.0,6.0,1.1,0.366,3.9,0,108,112,17.2,-0.2,24.7,0.9,False
Rudy Gay,SAC,15/16,17.2,6.5,1.7,0.402,3.8,0,104,108,15.5,-0.3,22.4,1.0,False
Mirza Teletović,PHO,15/16,12.2,3.8,1.1,0.28,3.8,0,111,110,16.2,1.3,23.4,1.4,False
Willie Cauley-Stein,SAC,15/16,7.0,5.3,0.6,0.402,3.8,0,119,107,15.3,-0.8,13.2,0.4,False
Blake Griffin,LAC,15/16,21.4,8.4,4.9,0.646,3.8,0,108,103,22.1,4.5,29.8,1.9,False
Boris Diaw,SAS,15/16,6.4,3.1,2.3,0.817,3.8,0,109,102,14.0,0.8,17.0,1.0,False
Matthew Dellavedova,CLE,15/16,7.5,2.1,4.4,0.695,3.8,0,109,108,11.3,-1.2,15.9,0.4,False
Ramon Sessions,WAS,15/16,9.9,2.5,2.9,0.5,3.8,0,109,109,15.9,-0.3,21.8,0.7,False
Manu Ginóbili,SAS,15/16,9.6,2.5,3.1,0.817,3.8,0,107,98,17.8,3.6,23.6,1.6,False
Tyson Chandler,PHO,15/16,7.2,8.7,1.0,0.28,3.8,0,114,107,14.7,-1.1,12.7,0.4,False
Wesley Matthews,DAL,15/16,12.5,3.1,1.9,0.512,3.7,0,105,109,10.9,-1.0,17.2,0.6,False
Lavoy Allen,IND,15/16,5.4,5.4,1.0,0.549,3.7,0,110,104,12.4,-1.6,13.0,0.2,False
Timofey Mozgov,CLE,15/16,6.2,4.4,0.4,0.695,3.7,0,112,103,14.6,-1.4,16.1,0.2,False
Marc Gasol,MEM,15/16,16.6,7.0,3.8,0.512,3.7,0,105,106,17.7,1.7,23.4,1.7,False
Deron Williams,DAL,15/16,14.1,2.9,5.8,0.512,3.7,0,105,109,14.6,-0.3,22.0,0.9,False
Terrence Ross,TOR,15/16,9.9,2.5,0.8,0.683,3.6,0,110,107,12.9,0.3,18.2,1.0,False
Patrick Patterson,TOR,15/16,6.9,4.3,1.2,0.683,3.6,0,108,107,10.6,-0.1,12.9,1.0,False
Jabari Parker,MIL,15/16,14.1,5.2,1.7,0.402,3.6,0,106,111,14.8,-2.0,20.9,0.0,False
Omri Casspi,SAC,15/16,11.8,5.9,1.4,0.402,3.6,0,109,108,13.9,0.1,17.8,1.0,False
Derrick Williams,NYK,15/16,9.3,3.7,0.9,0.39,3.6,0,110,108,17.2,0.3,23.3,0.8,False
Jeremy Lin,CHA,15/16,11.7,3.2,3.0,0.585,3.5,0,102,106,13.8,-0.9,22.2,0.5,False
Cory Joseph,TOR,15/16,8.5,2.6,3.1,0.683,3.5,0,106,108,12.4,-1.2,17.0,0.4,False
Cole Aldrich,LAC,15/16,5.5,4.8,0.8,0.646,3.5,0,113,94,21.3,2.4,18.4,0.9,False
Kosta Koufos,SAC,15/16,6.8,5.4,0.4,0.402,3.5,0,113,107,15.1,-2.0,15.4,0.0,False
P.J. Tucker,PHO,15/16,8.0,6.2,2.2,0.28,3.5,0,105,109,10.8,-1.2,12.7,0.5,False
Kyle Anderson,SAS,15/16,4.5,3.1,1.6,0.817,3.5,0,104,97,12.9,1.4,14.4,1.1,False
Boban Marjanović,SAS,15/16,5.5,3.6,0.4,0.817,3.4,0,130,96,27.7,4.3,22.8,0.8,True
Andre Roberson,OKC,15/16,4.8,3.6,0.7,0.671,3.4,0,119,106,10.2,0.5,9.1,1.0,False
Jrue Holiday,NOP,15/16,16.8,3.0,6.0,0.366,3.4,0,105,109,19.7,2.1,28.9,1.9,False
Jamal Crawford,LAC,15/16,14.2,1.8,2.3,0.646,3.3,0,104,109,14.0,-1.4,24.9,0.3,False
Luis Scola,TOR,15/16,8.7,4.7,0.9,0.683,3.3,0,105,105,13.6,-1.1,19.5,0.4,False
Frank Kaminsky,CHA,15/16,7.5,4.1,1.2,0.585,3.3,0,105,105,12.5,-0.8,17.1,0.5,False
Langston Galloway,NYK,15/16,7.6,3.5,2.5,0.39,3.3,0,105,108,11.7,-1.0,15.6,0.5,False
Mike Scott,ATL,15/16,6.2,2.7,1.0,0.585,3.2,0,112,104,14.0,-0.1,17.4,0.6,False
C.J. Miles,IND,15/16,11.8,2.7,1.0,0.549,3.1,0,104,104,14.0,0.5,22.8,0.9,False
Dwight Powell,DAL,15/16,5.8,4.0,0.6,0.512,3.1,0,114,104,16.8,0.1,18.4,0.5,False
Myles Turner,IND,15/16,10.3,5.5,0.7,0.549,3.1,0,103,101,15.4,-1.6,20.9,0.1,False
Nerlens Noel,PHI,15/16,11.1,8.1,1.8,0.122,3.0,0,99,103,16.2,-0.2,18.8,0.9,True
Maurice Harkless,POR,15/16,6.4,3.6,0.9,0.537,2.9,0,110,108,13.3,-0.5,15.6,0.5,False
Marcus Smart,BOS,15/16,9.1,4.2,3.0,0.585,2.9,0,101,103,11.3,-1.0,17.4,0.4,False
J.J. Barea,DAL,15/16,10.9,2.1,4.1,0.512,2.8,0,106,111,15.4,0.0,23.8,0.9,False
Doug McDermott,CHI,15/16,9.4,2.4,0.7,0.512,2.8,0,110,112,10.9,-2.9,17.3,-0.4,False
Anthony Tolliver,DET,15/16,5.3,3.2,0.7,0.537,2.8,0,113,107,10.2,0.4,12.4,0.8,False
Al Jefferson,CHA,15/16,12.0,6.4,1.5,0.585,2.8,0,105,102,18.2,-0.5,24.2,0.4,False
Festus Ezeli,GSW,15/16,7.0,5.6,0.7,0.89,2.7,0,114,101,17.7,-0.1,18.2,0.4,False
Nenê,WAS,15/16,9.2,4.5,1.7,0.5,2.7,0,106,103,16.8,0.4,21.6,0.6,False
Richard Jefferson,CLE,15/16,5.5,1.7,0.8,0.695,2.7,0,112,107,9.7,-1.2,13.4,0.3,False
Jeremy Lamb,CHA,15/16,8.8,3.8,1.2,0.585,2.7,0,104,103,15.9,0.8,22.0,0.9,False
Bradley Beal,WAS,15/16,17.4,3.4,2.9,0.5,2.7,0,103,108,15.5,0.3,25.3,1.0,False
Shabazz Muhammad,MIN,15/16,10.5,3.3,0.6,0.354,2.7,0,110,114,15.2,-2.5,22.8,-0.2,False
Arron Afflalo,NYK,15/16,12.8,3.7,2.0,0.39,2.7,0,105,112,10.9,-2.9,17.9,-0.5,False
Garrett Temple,WAS,15/16,7.3,2.6,1.8,0.5,2.7,0,104,108,9.3,-2.1,14.0,0.0,False
Jon Leuer,PHO,15/16,8.5,5.6,1.1,0.28,2.7,0,107,106,16.2,0.0,19.8,0.6,False
Raymond Felton,DAL,15/16,9.5,3.2,3.6,0.512,2.7,0,102,108,11.9,-1.6,18.4,0.2,False
Wesley Johnson,LAC,15/16,6.9,3.1,0.6,0.646,2.6,0,98,102,11.0,-0.2,16.0,0.8,False
JaMychal Green,MEM,15/16,7.4,4.8,0.9,0.512,2.6,0,105,107,14.6,-2.5,19.8,-0.2,False
Zach LaVine,MIN,15/16,14.0,2.8,3.1,0.354,2.6,0,104,112,14.3,-1.5,23.5,0.3,False
Matt Barnes,MEM,15/16,10.0,5.5,2.1,0.512,2.6,0,99,107,11.7,-0.9,17.9,0.6,False
Eric Bledsoe,PHO,15/16,20.4,4.0,6.1,0.28,2.5,0,107,107,20.0,3.3,27.2,1.4,False
Devin Harris,DAL,15/16,7.6,2.2,1.8,0.512,2.5,0,107,107,13.1,0.1,17.9,0.7,False
Justise Winslow,MIA,15/16,6.4,5.2,1.5,0.585,2.5,0,97,105,8.4,-2.6,12.5,-0.3,False
Josh Richardson,MIA,15/16,6.6,2.1,1.4,0.585,2.5,0,112,106,11.4,-0.4,13.8,0.5,False
Quincy Acy,SAC,15/16,5.2,3.2,0.5,0.402,2.5,0,124,108,14.7,-0.1,13.1,0.4,False
Toney Douglas,NOP,15/16,8.7,2.3,2.6,0.366,2.5,0,108,109,14.7,0.0,19.4,0.6,False
Tony Allen,MEM,15/16,8.4,4.6,1.1,0.512,2.4,0,101,105,12.9,-1.0,16.8,0.4,False
Jonas Jerebko,BOS,15/16,4.4,3.7,0.8,0.585,2.4,0,107,104,10.3,-2.0,13.5,0.0,False
Amar'e Stoudemire,MIA,15/16,5.8,4.3,0.5,0.585,2.4,0,111,101,17.3,-0.6,17.8,0.3,False
Dewayne Dedmon,ORL,15/16,4.4,3.9,0.2,0.427,2.4,0,117,102,17.0,-0.9,15.2,0.2,False
Jerryd Bayless,MIL,15/16,10.4,2.7,3.1,0.402,2.4,0,110,112,12.4,-0.8,16.4,0.4,False
Jeff Withey,UTA,15/16,4.3,3.4,0.4,0.488,2.3,0,115,99,17.7,1.0,15.1,0.5,False
John Henson,MIL,15/16,7.0,3.9,0.9,0.402,2.3,0,108,105,18.6,0.2,19.1,0.5,False
Kevin Garnett,MIN,04/05,22.2,13.5,5.7,0.537,16.1,0,117,99,28.2,9.5,27.1,9.1,True
Dirk Nowitzki,DAL,04/05,26.1,9.7,3.1,0.707,15.6,0,118,100,26.1,7.3,28.7,7.1,True
Amar'e Stoudemire,PHO,04/05,26.0,8.9,1.6,0.756,14.6,0,121,105,26.6,4.4,28.3,4.7,True
LeBron James,CLE,04/05,27.2,7.4,7.2,0.512,14.3,0,114,103,25.7,8.6,29.7,9.1,True
Shawn Marion,PHO,04/05,19.4,11.3,1.9,0.756,12.5,0,116,101,21.7,4.4,21.3,5.1,True
Chauncey Billups,DET,04/05,16.4,3.4,5.8,0.659,12.1,0,121,105,19.0,4.2,20.7,4.5,True
