Player,Team,Season,ORtg,DRtg,PER,BPM,USG%,VORP
P.J. Tucker,PHO,12/13,109,109,11.6,-1.5,12.8,0.2
Ramon Sessions,CHA,12/13,109,114,17.7,-0.4,25.7,0.7
D.J. Augustin,IND,12/13,109,104,11.0,-0.6,15.1,0.5
Marreese Speights,CLEMEM,12/13,103,104,17.3,-2.8,25.8,-0.2
Harrison Barnes,GSW,12/13,102,107,11.0,-1.7,17.7,0.1
Zaza Pachulia,ATL,12/13,108,104,13.1,-1.7,14.6,0.1
Lamar Odom,LAC,12/13,95,99,10.9,-0.7,13.3,0.6
Amar'e Stoudemire,NYK,12/13,118,108,22.1,0.7,25.7,0.5
Jared Sullinger,BOS,12/13,113,102,13.5,-1.9,14.9,0.0
Kris Humphries,BRK,12/13,109,105,13.6,-3.0,16.3,-0.3
Chris Andersen,MIA,12/13,125,100,17.4,-0.2,14.4,0.3
Ekpe Udoh,MIL,12/13,109,105,12.0,-1.7,12.1,0.1
C.J. Miles,CLE,12/13,107,110,15.3,1.1,23.9,1.1
Shaun Livingston,CLEWAS,12/13,109,109,13.0,-1.0,14.3,0.4
Mike Miller,MIA,12/13,117,105,13.5,1.5,14.4,0.8
Willie Green,LAC,12/13,113,108,11.8,-0.8,16.6,0.3
Kendrick Perkins,OKC,12/13,94,102,8.2,-1.8,10.6,0.1
Matt Bonner,SAS,12/13,119,104,11.8,0.2,12.8,0.5
Reggie Jackson,OKC,12/13,108,104,14.2,0.1,18.6,0.5
Lavoy Allen,PHI,12/13,103,106,11.5,-3.3,14.8,-0.6
Rodney Stuckey,DET,12/13,103,111,13.0,-1.8,21.0,0.1
Maurice Harkless,ORL,12/13,101,107,12.5,-1.3,15.9,0.4
Meyers Leonard,POR,12/13,115,110,12.1,-3.3,13.9,-0.4
Lou Williams,ATL,12/13,106,107,15.9,1.0,23.6,0.9
Tobias Harris,MILORL,12/13,105,107,16.0,-0.5,22.1,0.5
Toney Douglas,HOUSAC,12/13,106,108,13.4,-0.5,19.9,0.5
Steve Blake,LAL,12/13,114,109,11.7,0.5,13.2,0.7
LeBron James,MIA,10/11,116,102,27.3,8.1,31.5,7.8
Pau Gasol,LAL,10/11,123,103,23.3,4.8,21.8,5.2
Dwight Howard,ORL,10/11,113,94,26.1,5.3,27.2,5.4
Chris Paul,NOH,10/11,122,103,23.7,7.1,21.1,6.7
Derrick Rose,CHI,10/11,113,103,23.5,6.8,32.2,6.7
Dwyane Wade,MIA,10/11,114,102,25.6,6.6,31.6,6.1
Kevin Durant,OKC,10/11,115,107,23.6,4.9,30.6,5.3
Paul Pierce,BOS,10/11,116,101,19.7,4.6,24.0,4.6
Kevin Love,MIN,10/11,123,108,24.3,4.4,22.9,4.2
Dirk Nowitzki,DAL,10/11,118,105,23.4,5.1,28.2,4.5
LaMarcus Aldridge,POR,10/11,114,107,21.5,2.1,25.7,3.4
Zach Randolph,MEM,10/11,115,105,22.6,2.6,25.0,3.2
Kobe Bryant,LAL,10/11,111,105,23.9,5.2,35.1,5.0
Chris Bosh,MIA,10/11,115,103,19.4,1.3,23.5,2.3
Lamar Odom,LAL,10/11,118,103,19.4,3.5,19.7,3.7
Al Horford,ATL,10/11,118,105,20.7,3.6,19.7,3.9
Ray Allen,BOS,10/11,116,104,16.4,2.9,19.8,3.6
Luol Deng,CHI,10/11,111,102,15.5,1.7,20.9,3.0
Manu Ginóbili,SAS,10/11,116,105,21.7,5.4,26.0,4.5
Blake Griffin,LAC,10/11,111,107,21.9,2.6,27.3,3.6
Nenê,DEN,10/11,123,104,20.4,3.6,18.8,3.2
Kevin Martin,HOU,10/11,117,111,21.4,3.4,29.6,3.5
Elton Brand,PHI,10/11,114,103,18.5,1.3,19.7,2.4
Russell Westbrook,OKC,10/11,110,107,23.6,4.2,31.6,4.4
Tyson Chandler,DAL,10/11,131,102,18.4,1.5,14.2,1.8
Kevin Garnett,BOS,10/11,110,95,20.6,4.7,22.3,3.8
Tony Parker,SAS,10/11,113,108,20.4,1.8,25.5,2.4
Chauncey Billups,DENNYK,10/11,120,111,18.7,2.6,22.3,2.7
Amar'e Stoudemire,NYK,10/11,109,108,22.7,1.4,30.9,2.4
Steve Nash,PHO,10/11,118,114,20.8,3.2,21.4,3.3
Carmelo Anthony,DENNYK,10/11,109,108,21.7,1.9,32.0,2.7
Marc Gasol,MEM,10/11,113,103,16.8,2.3,16.9,2.8
Al Jefferson,UTA,10/11,111,108,20.1,0.6,24.2,1.9
David West,NOH,10/11,111,104,20.4,2.8,25.8,3.0
Paul Millsap,UTA,10/11,114,108,19.8,1.9,22.6,2.5
Tim Duncan,SAS,10/11,111,100,21.9,4.4,22.9,3.5
Serge Ibaka,OKC,10/11,119,104,17.7,0.5,15.7,1.4
Deron Williams,NJNUTA,10/11,114,112,21.1,3.0,25.8,3.1
Wesley Matthews,POR,10/11,114,109,15.5,0.9,21.3,2.0
Beno Udrih,SAC,10/11,118,111,15.7,0.5,16.9,1.7
James Harden,OKC,10/11,119,108,16.4,1.9,19.5,2.2
Andre Miller,POR,10/11,111,108,17.8,1.6,20.6,2.4
Kyle Lowry,HOU,10/11,115,110,16.5,2.0,18.6,2.6
Jason Richardson,ORLPHO,10/11,110,106,15.0,1.7,20.6,2.5
Danny Granger,IND,10/11,107,106,17.8,2.1,26.7,2.9
Hedo Türkoğlu,ORLPHO,10/11,112,105,13.4,1.7,16.7,2.3
Joakim Noah,CHI,10/11,117,97,18.8,2.9,16.8,1.9
Andre Iguodala,PHI,10/11,110,104,17.2,3.2,19.2,3.2
Ty Lawson,DEN,10/11,118,110,17.9,2.1,19.6,2.2
Mike Conley,MEM,10/11,108,107,15.9,1.2,19.4,2.3
Stephen Curry,GSW,10/11,113,112,19.4,2.3,24.4,2.7
Nicolas Batum,POR,10/11,116,108,14.8,1.1,17.8,2.0
Rajon Rondo,BOS,10/11,104,100,17.1,3.1,18.3,3.2
Greg Monroe,DET,10/11,120,109,18.0,0.4,15.4,1.4
Jameer Nelson,ORL,10/11,109,104,15.4,1.1,22.0,1.8
Andrew Bynum,LAL,10/11,121,100,21.1,3.2,17.6,2.0
Emeka Okafor,NOH,10/11,111,102,16.0,-0.4,15.8,0.9
Marcin Gortat,ORLPHO,10/11,117,105,17.8,0.9,17.1,1.5
Jason Kidd,DAL,10/11,108,104,14.4,2.8,14.3,3.3
Ryan Anderson,ORL,10/11,122,102,19.0,4.6,20.4,2.4
Josh Smith,ATL,10/11,104,102,19.2,2.8,24.7,3.2
Chuck Hayes,HOU,10/11,120,106,16.2,1.9,13.0,2.1
Brook Lopez,NJN,10/11,108,110,19.3,0.6,27.3,1.9
Brandon Bass,ORL,10/11,113,103,15.9,0.2,19.8,1.1
Arron Afflalo,DEN,10/11,123,111,13.6,1.4,14.8,2.0
Gerald Wallace,CHAPOR,10/11,107,105,16.2,1.5,20.3,2.4
D.J. Augustin,CHA,10/11,112,112,15.9,0.1,21.2,1.5
Thaddeus Young,PHI,10/11,110,104,18.4,1.0,22.1,1.6
Danilo Gallinari,DENNYK,10/11,120,111,15.7,0.7,18.9,1.4
George Hill,SAS,10/11,116,108,14.6,0.8,18.2,1.5
David Lee,GSW,10/11,111,110,17.8,-0.4,21.2,1.1
Monta Ellis,GSW,10/11,107,112,18.6,0.8,28.1,2.3
Richard Jefferson,SAS,10/11,116,109,12.4,0.3,15.4,1.4
Carlos Boozer,CHI,10/11,105,99,18.8,1.0,26.9,1.4
Dorell Wright,GSW,10/11,110,111,15.0,0.8,19.3,2.2
Jrue Holiday,PHI,10/11,104,106,15.4,0.8,20.8,2.0
Shawn Marion,DAL,10/11,107,103,17.0,0.3,21.5,1.3
Amir Johnson,TOR,10/11,124,110,17.6,0.3,15.3,1.1
Jared Dudley,PHO,10/11,119,111,15.6,1.8,16.9,2.0
Luis Scola,HOU,10/11,108,108,18.4,-0.4,25.7,1.0
Rudy Gay,MEM,10/11,108,105,17.8,2.8,23.3,2.6
Ronnie Brewer,CHI,10/11,110,98,13.8,2.4,13.9,2.0
Andrew Bogut,MIL,10/11,100,97,16.7,1.3,19.6,1.9
Raymond Felton,DENNYK,10/11,108,111,16.6,0.6,21.6,1.8
Kris Humphries,NJN,10/11,111,105,17.8,0.4,17.3,1.3
Jason Terry,DAL,10/11,106,108,15.9,0.9,24.7,1.9
Eric Gordon,LAC,10/11,112,112,18.5,2.0,26.5,2.2
Landry Fields,NYK,10/11,115,110,13.5,0.2,13.5,1.4
JaVale McGee,WAS,10/11,111,106,17.4,-0.4,16.3,0.9
DeAndre Jordan,LAC,10/11,116,105,14.8,-0.7,11.7,0.7
Taj Gibson,CHI,10/11,106,98,14.3,-0.9,16.8,0.5
Lou Williams,PHI,10/11,111,108,18.9,2.3,27.8,1.9
Jodie Meeks,PHI,10/11,116,108,12.5,0.2,15.7,1.1
Kyle Korver,CHI,10/11,115,104,13.0,1.1,18.3,1.3
Shane Battier,HOUMEM,10/11,115,108,12.3,1.4,11.7,2.0
Rodney Stuckey,DET,10/11,112,114,18.4,0.2,24.5,1.2
J.R. Smith,DEN,10/11,109,106,16.4,1.7,22.2,1.9
Glen Davis,BOS,10/11,101,100,12.8,-1.9,20.9,0.0
Josh McRoberts,IND,10/11,116,104,16.0,2.3,14.7,1.7
Jeff Green,BOSOKC,10/11,108,108,12.9,-1.1,19.5,0.5
Boris Diaw,CHA,10/11,107,109,13.9,0.6,16.8,1.8
DeJuan Blair,SAS,10/11,106,100,17.1,-0.5,20.1,0.7
Luc Mbah a Moute,MIL,10/11,107,103,11.5,-1.3,13.1,0.4
Channing Frye,PHO,10/11,110,109,12.8,-0.3,16.9,1.1
Tony Allen,MEM,10/11,110,101,18.4,3.6,19.9,2.1
James Jones,MIA,10/11,128,107,11.1,1.0,12.0,1.2
Andrei Kirilenko,UTA,10/11,112,109,16.6,2.2,17.8,2.1
Mike Dunleavy,IND,10/11,115,107,14.6,1.6,16.9,1.5
JJ Redick,ORL,10/11,117,106,12.8,1.1,17.0,1.2
Metta World Peace,LAL,10/11,104,105,11.2,0.2,15.3,1.3
Ramon Sessions,CLE,10/11,110,114,19.0,0.3,24.2,1.3
Matt Bonner,SAS,10/11,125,108,13.5,1.9,13.4,1.4
Grant Hill,PHO,10/11,109,111,14.7,-0.5,20.1,0.9
John Salmons,MIL,10/11,101,105,12.8,-0.3,20.9,1.1
Darren Collison,IND,10/11,105,108,15.6,-0.3,21.9,1.0
Joe Johnson,ATL,10/11,105,110,16.4,-0.3,26.3,1.1
Devin Harris,NJNUTA,10/11,108,112,17.2,0.6,24.6,1.5
Toney Douglas,NYK,10/11,111,111,15.2,0.4,20.1,1.2
Thabo Sefolosha,OKC,10/11,112,106,10.4,0.6,9.4,1.3
Carl Landry,NOHSAC,10/11,110,110,14.8,-1.9,20.5,0.1
Mike Bibby,ATLMIAWAS,10/11,110,109,10.9,-0.9,14.6,0.6
Luke Ridnour,MIN,10/11,112,113,15.0,0.0,17.8,1.1
Nenad Krstić,BOSOKC,10/11,113,107,13.1,-2.5,16.9,-0.2
Marvin Williams,ATL,10/11,111,108,13.5,-0.8,17.2,0.6
Ed Davis,TOR,10/11,120,110,15.8,-0.9,13.3,0.4
Wilson Chandler,DENNYK,10/11,106,109,14.6,-0.2,20.9,1.1
Brandon Jennings,MIL,10/11,100,103,15.6,1.6,25.5,2.0
Vince Carter,ORLPHO,10/11,106,108,14.8,0.3,23.5,1.2
Ersan İlyasova,MIL,10/11,105,101,14.3,-0.6,19.1,0.5
Rudy Fernández,POR,10/11,108,108,13.4,0.9,18.7,1.3
Tyler Hansbrough,IND,10/11,109,107,16.4,-1.9,23.1,0.0
Darrell Arthur,MEM,10/11,106,104,15.7,-1.6,21.6,0.2
Marcus Camby,POR,10/11,105,100,14.8,1.5,11.7,1.4
Derek Fisher,LAL,10/11,105,107,8.9,-2.0,12.8,0.0
José Calderón,TOR,10/11,112,114,16.3,0.8,16.8,1.5
Reggie Williams,GSW,10/11,118,114,14.9,-0.2,18.7,0.7
Roy Hibbert,IND,10/11,100,104,15.9,-1.1,23.6,0.5
Keith Bogans,CHI,10/11,113,103,9.0,-0.2,11.4,0.7
Nick Collison,OKC,10/11,120,108,10.8,-1.2,9.8,0.3
Marcus Thornton,NOHSAC,10/11,106,108,16.5,1.0,24.9,1.3
Gary Neal,SAS,10/11,110,109,13.1,-0.3,20.6,0.7
Carlos Delfino,MIL,10/11,104,102,13.1,1.5,17.7,1.4
Kwame Brown,CHA,10/11,110,108,12.8,-2.8,14.9,-0.3
Chase Budinger,HOU,10/11,110,110,14.2,-0.2,19.9,0.8
Hakim Warrick,PHO,10/11,113,111,16.5,-1.0,20.9,0.3
Marco Belinelli,NOH,10/11,107,109,12.1,-0.6,20.0,0.7
Jamal Crawford,ATL,10/11,105,111,14.2,-1.0,23.4,0.6
Corey Maggette,MIL,10/11,105,105,15.8,-0.8,27.7,0.5
Trevor Ariza,NOH,10/11,97,104,11.3,-0.4,17.7,1.0
Tayshaun Prince,DET,10/11,108,115,15.1,-0.8,21.0,0.7
Joel Anthony,MIA,10/11,120,104,7.3,-1.6,5.3,0.2
Anthony Tolliver,MIN,10/11,122,112,13.3,0.0,13.1,0.7
DeMar DeRozan,TOR,10/11,106,115,14.5,-2.5,23.2,-0.3
J.J. Barea,DAL,10/11,106,109,14.8,-0.5,23.9,0.6
Kurt Thomas,CHI,10/11,108,98,10.0,-0.6,9.4,0.4
Ronny Turiaf,NYK,10/11,127,108,13.6,1.4,9.6,1.0
Chris Andersen,DEN,10/11,129,102,19.0,3.0,13.5,0.9
Charlie Villanueva,DET,10/11,109,111,15.9,-0.4,23.1,0.7
Zaza Pachulia,ATL,10/11,111,105,12.4,-2.8,14.5,-0.2
Shannon Brown,LAL,10/11,105,106,13.6,-0.8,22.2,0.5
Kirk Hinrich,ATLWAS,10/11,107,111,12.3,-1.3,16.7,0.4
Antonio McDyess,SAS,10/11,106,104,12.8,-0.7,14.9,0.4
Anthony Morrow,NJN,10/11,113,114,12.1,-1.0,18.0,0.5
Rashard Lewis,ORLWAS,10/11,105,107,12.0,-0.4,17.6,0.7
Matt Barnes,LAL,10/11,112,103,14.6,0.6,16.6,0.7
Francisco García,SAC,10/11,113,109,13.5,1.0,17.3,1.0
Brad Miller,HOU,10/11,117,108,16.3,2.8,17.0,1.2
Jeff Foster,IND,10/11,122,104,14.3,-0.5,10.1,0.4
Mario Chalmers,MIA,10/11,103,104,10.3,-0.8,15.0,0.5
Zydrunas Ilgauskas,MIA,10/11,107,102,12.8,-2.7,16.0,-0.2
Keyon Dooling,MIL,10/11,103,106,11.3,-1.2,17.3,0.4
Derrick Favors,NJNUTA,10/11,108,108,13.9,-3.2,17.1,-0.5
Jason Thompson,SAC,10/11,106,109,13.6,-2.2,17.9,-0.1
Sam Young,MEM,10/11,106,106,12.5,-0.9,17.3,0.5
Samuel Dalembert,SAC,10/11,100,105,14.1,-2.2,17.1,-0.1
Brendan Haywood,DAL,10/11,106,103,11.7,-1.9,12.4,0.0
Baron Davis,CLELAC,10/11,105,110,17.0,1.9,24.4,1.6
Chris Wilcox,DET,10/11,116,110,18.0,-1.4,18.9,0.2
Nick Young,WAS,10/11,107,114,14.5,-1.3,24.4,0.4
Shaquille O'Neal,BOS,10/11,111,98,17.4,0.3,20.1,0.4
Courtney Lee,HOU,10/11,108,110,12.6,-1.1,17.9,0.4
Kenyon Martin,DEN,10/11,107,105,14.1,0.9,16.4,0.9
Ömer Aşık,CHI,10/11,104,97,11.8,-1.8,12.5,0.1
Nazr Mohammed,CHAOKC,10/11,105,105,15.9,-2.8,20.6,-0.3
Trevor Booker,WAS,10/11,118,109,15.3,-0.9,13.9,0.3
Andris Biedriņš,GSW,10/11,109,107,12.1,-2.3,10.6,-0.1
Brandon Rush,IND,10/11,104,108,10.6,-0.8,15.9,0.5
Antawn Jamison,CLE,10/11,104,111,16.8,-0.1,26.0,0.9
Andrea Bargnani,TOR,10/11,105,115,16.4,-1.4,28.2,0.4
C.J. Miles,UTA,10/11,103,110,14.4,-1.0,25.1,0.5
Ryan Gomes,LAC,10/11,107,111,9.0,-2.1,12.7,-0.1
Shawne Williams,NYK,10/11,111,109,12.2,-0.7,15.2,0.4
Omri Casspi,SAC,10/11,106,109,11.7,-0.6,16.7,0.6
O.J. Mayo,MEM,10/11,101,107,12.6,-0.6,21.8,0.7
Patrick Patterson,HOU,10/11,118,109,16.7,0.3,16.1,0.5
Daniel Gibson,CLE,10/11,108,114,13.2,-0.4,19.7,0.8
Paul George,IND,10/11,103,104,13.0,-0.1,17.8,0.6
Andray Blatche,WAS,10/11,100,108,16.9,-0.9,25.5,0.6
Jarrett Jack,NOHTOR,10/11,102,109,14.2,-0.7,23.0,0.5
Spencer Hawes,PHI,10/11,97,103,12.8,-1.9,18.9,0.0
Dirk Nowitzki,DAL,05/06,123,103,28.1,8.1,30.0,7.9
LeBron James,CLE,05/06,115,104,28.1,9.1,33.6,9.4
Chauncey Billups,DET,05/06,127,107,23.4,6.2,22.9,6.1
Kobe Bryant,LAL,05/06,114,105,28.0,7.6,38.7,8.0
Kevin Garnett,MIN,05/06,117,98,26.8,7.8,25.5,7.4
Elton Brand,LAC,05/06,116,100,26.5,6.7,27.7,6.8
Shawn Marion,PHO,05/06,118,100,23.6,4.8,22.3,5.6
Dwyane Wade,MIA,05/06,115,103,27.6,7.7,32.5,7.1
Gilbert Arenas,WAS,05/06,115,108,23.8,5.4,30.5,6.3
Steve Nash,PHO,05/06,121,109,23.3,5.0,23.3,4.9
Pau Gasol,MEM,05/06,111,100,22.7,5.5,26.4,6.0
Richard Jefferson,NJN,05/06,117,104,18.9,3.1,22.1,3.9
Paul Pierce,BOS,05/06,112,106,23.6,4.8,31.2,5.3
Tim Duncan,SAS,05/06,106,94,23.1,5.0,27.7,4.9
Michael Redd,MIL,05/06,115,110,21.2,3.8,28.3,4.6
Allen Iverson,PHI,05/06,111,110,25.9,4.8,35.8,5.3
Chris Paul,NOK,05/06,114,104,22.1,5.2,22.2,5.1
Jason Kidd,NJN,05/06,110,99,19.2,5.4,19.1,5.5
Ben Wallace,DET,05/06,112,95,17.5,3.5,11.2,4.0
Chris Bosh,TOR,05/06,118,111,23.2,2.9,25.2,3.4
Jason Terry,DAL,05/06,118,108,18.4,3.3,22.2,3.7
Tony Parker,SAS,05/06,110,102,20.8,2.8,27.1,3.3
Ray Allen,SEA,05/06,118,116,22.2,4.4,27.4,4.9
Carmelo Anthony,DEN,05/06,110,108,22.0,2.7,32.0,3.5
Mehmet Okur,UTA,05/06,113,106,19.0,1.6,23.5,2.7
Vince Carter,NJN,05/06,107,102,21.6,5.1,32.3,5.2
Lamar Odom,LAL,05/06,112,105,17.0,2.7,18.1,3.9
Brad Miller,SAC,05/06,114,104,17.5,2.5,18.9,3.3
Shane Battier,MEM,05/06,117,102,14.7,2.6,13.7,3.3
Boris Diaw,PHO,05/06,115,106,17.3,2.8,17.9,3.5
Rasheed Wallace,DET,05/06,110,100,17.6,3.7,21.1,4.0
Manu Ginóbili,SAS,05/06,117,98,22.4,6.8,25.0,4.1
Zydrunas Ilgauskas,CLE,05/06,114,104,21.9,1.6,24.6,2.1
Dwight Howard,ORL,05/06,108,103,19.3,1.0,21.3,2.3
Yao Ming,HOU,05/06,113,100,25.6,4.4,29.9,3.2
Mike Bibby,SAC,05/06,110,109,17.9,1.5,25.4,2.8
Rashard Lewis,SEA,05/06,119,115,20.0,2.7,23.1,3.4
Antawn Jamison,WAS,05/06,109,107,17.7,1.2,23.9,2.7
Wally Szczerbiak,BOSMIN,05/06,116,110,17.7,1.6,22.1,2.5
Peja Stojaković,INDSAC,05/06,114,106,16.7,1.6,22.0,2.3
Andrei Kirilenko,UTA,05/06,108,101,20.7,6.6,20.5,5.6
Richard Hamilton,DET,05/06,109,108,18.2,0.8,27.4,2.0
Kirk Hinrich,CHI,05/06,108,105,15.5,1.8,21.4,2.8
Hedo Türkoğlu,ORL,05/06,116,109,16.7,2.0,20.6,2.5
Mike James,TOR,05/06,115,115,19.8,1.8,25.0,2.9
Sam Cassell,LAC,05/06,109,106,18.5,1.6,25.0,2.4
Andre Iguodala,PHI,05/06,115,108,14.8,0.6,14.7,2.0
Mike Miller,MEM,05/06,111,102,17.2,3.0,21.3,2.9
David West,NOK,05/06,112,106,19.7,1.4,23.0,2.2
Jason Richardson,GSW,05/06,107,107,19.2,3.1,27.6,3.7
Eddie Jones,MEM,05/06,109,100,14.7,2.2,18.1,2.6
Udonis Haslem,MIA,05/06,116,105,13.7,-0.5,14.1,0.9
Tayshaun Prince,DET,05/06,110,106,14.8,0.3,19.6,1.7
Raja Bell,PHO,05/06,114,109,12.9,0.2,16.4,1.6
Josh Howard,DAL,05/06,115,105,19.3,2.2,22.9,2.0
Andrés Nocioni,CHI,05/06,110,102,16.1,1.7,21.3,2.1
Drew Gooden,CLE,05/06,112,104,17.6,-0.2,18.6,1.0
Troy Murphy,GSW,05/06,110,105,15.9,-0.3,19.2,1.1
Luol Deng,CHI,05/06,106,103,15.8,1.6,20.4,2.4
Gerald Wallace,CHA,05/06,112,100,21.3,4.9,19.3,3.2
Caron Butler,WAS,05/06,107,106,17.0,0.6,23.2,1.7
Shareef Abdur-Rahim,SAC,05/06,115,105,17.2,0.9,20.1,1.4
Andre Miller,DEN,05/06,107,107,16.4,0.2,20.0,1.7
Bruce Bowen,SAS,05/06,107,101,9.1,0.3,11.1,1.6
Shaquille O'Neal,MIA,05/06,108,102,24.4,2.7,30.0,2.1
Chris Kaman,LAC,05/06,104,101,15.0,-0.7,17.9,0.8
Joe Johnson,ATL,05/06,109,114,17.9,1.0,24.6,2.5
Morris Peterson,TOR,05/06,112,113,15.3,0.4,19.9,1.9
Smush Parker,LAL,05/06,108,106,13.4,0.1,16.5,1.5
Derek Fisher,GSW,05/06,108,107,14.8,0.4,20.2,1.6
Delonte West,BOS,05/06,112,107,15.1,1.9,16.4,2.4
Jeff Foster,IND,05/06,120,100,15.1,0.0,11.3,0.8
Josh Childress,ATL,05/06,121,111,15.8,1.2,14.0,1.8
Andrew Bogut,MIL,05/06,111,106,15.2,0.4,15.9,1.4
Kenny Thomas,SAC,05/06,107,103,15.0,0.0,16.6,1.1
Kevin Martin,SAC,05/06,116,107,14.8,0.4,17.4,1.2
Marcus Camby,DEN,05/06,102,95,19.9,3.5,19.5,2.6
Tyson Chandler,CHI,05/06,107,100,12.2,-0.4,10.4,0.9
Nenad Krstić,NJN,05/06,104,103,14.4,-2.2,21.6,-0.1
Bobby Simmons,MIL,05/06,110,108,13.8,0.3,18.3,1.5
Cuttino Mobley,LAC,05/06,103,105,13.1,-0.2,19.8,1.3
Antonio Daniels,WAS,05/06,118,111,13.7,-0.7,15.4,0.8
Chris Duhon,CHI,05/06,111,105,12.9,0.8,15.0,1.5
Danny Granger,IND,05/06,110,101,14.7,1.1,16.4,1.4
Ricky Davis,BOSMIN,05/06,103,108,15.6,-0.4,24.3,1.3
Michael Finley,SAS,05/06,107,103,12.7,0.2,18.9,1.1
Brevin Knight,CHA,05/06,105,106,17.3,1.4,20.3,2.0
Jameer Nelson,ORL,05/06,110,108,19.5,2.0,25.1,1.8
Jermaine O'Neal,IND,05/06,102,99,20.4,2.3,28.9,2.0
Jason Williams,MIA,05/06,113,108,15.0,1.1,18.5,1.5
Erick Dampier,DAL,05/06,108,103,13.9,-1.7,13.4,0.2
Alonzo Mourning,MIA,05/06,113,98,19.4,1.8,17.5,1.2
Matt Harpring,UTA,05/06,110,108,16.3,-0.6,22.0,0.7
Antonio McDyess,DET,05/06,107,102,15.5,-1.2,18.9,0.3
Kyle Korver,PHI,05/06,111,110,12.3,-0.6,16.2,0.9
Primož Brezec,CHA,05/06,111,110,15.3,-2.4,20.0,-0.2
Brian Cook,LAL,05/06,116,106,15.6,-0.1,18.3,0.7
Nazr Mohammed,SAS,05/06,109,98,15.0,-2.0,18.3,0.0
Jamal Crawford,NYK,05/06,109,112,15.5,0.5,21.5,1.6
Anthony Johnson,IND,05/06,107,105,14.2,0.7,18.3,1.3
Chris Webber,PHI,05/06,100,105,18.4,-0.1,27.7,1.3
Stephen Jackson,IND,05/06,99,104,13.6,-0.1,24.0,1.4
Ben Gordon,CHI,05/06,102,106,14.5,0.5,26.3,1.6
Luke Ridnour,SEA,05/06,112,115,16.0,-0.2,18.1,1.2
Chris Wilcox,LACSEA,05/06,117,108,17.3,-0.1,17.5,0.7
Baron Davis,GSW,05/06,105,106,18.3,2.6,25.9,2.3
P.J. Brown,NOK,05/06,107,107,12.7,-1.5,14.7,0.3
Raef LaFrentz,BOS,05/06,110,106,12.0,-0.1,14.7,1.0
Brent Barry,SAS,05/06,115,100,14.8,3.4,16.0,1.7
Marquis Daniels,DAL,05/06,110,107,14.9,0.5,18.3,1.1
Donyell Marshall,CLE,05/06,104,104,13.4,0.1,18.2,1.1
Mike Dunleavy,GSW,05/06,104,107,12.5,-0.7,18.1,0.9
James Posey,MIA,05/06,112,105,9.8,0.1,11.6,1.0
Austin Croshere,IND,05/06,121,103,15.2,2.1,15.3,1.2
DeSagana Diop,DAL,05/06,116,100,11.5,0.5,6.9,1.0
Tracy McGrady,HOU,05/06,102,102,21.9,5.4,35.0,3.3
Gary Payton,MIA,05/06,107,107,10.7,-0.9,14.1,0.6
Matt Bonner,TOR,05/06,122,112,13.7,0.7,14.4,1.2
James Jones,PHO,05/06,112,107,13.2,-0.1,16.9,0.9
Chris Mihm,LAL,05/06,111,105,15.3,-1.9,18.7,0.0
Zaza Pachulia,ATL,05/06,106,110,15.0,-2.1,19.2,-0.1
Charlie Villanueva,TOR,05/06,107,111,16.4,-0.9,21.7,0.6
Brendan Haywood,WAS,05/06,109,106,13.8,-1.7,14.9,0.2
Jarron Collins,UTA,05/06,117,108,11.0,-2.1,11.7,-0.1
Stephon Marbury,NYK,05/06,109,114,16.4,0.1,22.2,1.1
Tony Battie,ORL,05/06,106,107,12.2,-1.8,14.9,0.1
Leandro Barbosa,PHO,05/06,111,108,15.1,-0.1,20.3,0.8
Greg Buckner,DEN,05/06,111,105,11.4,0.5,12.6,1.1
Kenyon Martin,DEN,05/06,107,104,16.7,0.1,21.6,0.8
Al Harrington,ATL,05/06,104,111,16.0,-1.3,25.6,0.5
Vladimir Radmanović,LACSEA,05/06,109,109,13.6,0.5,18.1,1.2
Lorenzen Wright,MEM,05/06,103,100,12.2,-2.1,15.1,0.0
Rasho Nesterović,SAS,05/06,105,99,11.0,-1.5,12.6,0.2
Metta World Peace,INDSAC,05/06,99,103,15.2,1.1,23.6,1.7
Devin Harris,DAL,05/06,111,106,17.4,1.4,21.7,1.1
Juwan Howard,HOU,05/06,100,105,12.5,-2.6,20.2,-0.4
Antoine Walker,MIA,05/06,101,105,14.4,0.4,23.2,1.3
Kwame Brown,LAL,05/06,108,107,11.7,-2.5,13.6,-0.3
Steve Francis,NYKORL,05/06,104,110,15.2,0.0,22.6,1.2
David Wesley,HOU,05/06,104,107,9.6,-2.0,15.3,0.0
Robert Horry,SAS,05/06,107,97,13.5,3.1,14.7,1.5
Chucky Atkins,MEMWAS,05/06,108,108,12.9,-0.9,20.2,0.4
Samuel Dalembert,PHI,05/06,104,102,14.2,-1.8,13.8,0.1
Josh Smith,ATL,05/06,103,108,15.5,0.3,18.9,1.4
Channing Frye,NYK,05/06,110,110,18.1,-0.7,24.2,0.5
Bobby Jackson,MEM,05/06,102,103,14.6,0.4,25.0,1.1
Luther Head,HOU,05/06,100,104,11.2,-0.2,16.6,1.1
Carlos Boozer,UTA,05/06,113,105,21.4,2.1,23.9,1.1
Rafer Alston,HOU,05/06,99,104,12.6,-0.4,18.8,1.0
Bonzi Wells,SAC,05/06,101,101,16.6,0.4,22.4,1.0
