Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP
Kevin Martin,MIN,13/14,19.1,3.0,1.8,0.488,5.3,0,110,109,16.3,0.3,25.0,1.3
Arron Afflalo,ORL,13/14,18.2,3.6,3.4,0.28,5.3,0,110,112,16.0,-0.2,23.3,1.1
Channing Frye,PHO,13/14,11.1,5.1,1.2,0.585,5.3,0,111,107,13.2,0.7,17.3,1.6
Russell Westbrook,OKC,13/14,21.8,5.7,6.9,0.72,5.2,0,108,102,24.7,5.5,34.4,2.7
Paul Pierce,BRK,13/14,13.5,4.6,2.4,0.537,5.2,0,109,106,16.8,1.6,22.4,1.9
Jeff Teague,ATL,13/14,16.5,2.6,6.7,0.463,5.2,0,106,109,17.1,-0.1,25.7,1.2
Corey Brewer,MIN,13/14,12.3,2.6,1.7,0.488,5.2,0,108,107,12.7,-0.2,16.5,1.2
Derrick Favors,UTA,13/14,13.3,8.7,1.2,0.305,5.1,0,108,107,19.0,0.1,20.8,1.2
Kemba Walker,CHO,13/14,17.7,4.2,6.1,0.524,5.1,0,103,105,16.8,1.7,25.8,2.4
Brandon Bass,BOS,13/14,11.1,5.7,1.1,0.305,5.1,0,111,108,15.0,-1.1,18.2,0.5
Martell Webster,WAS,13/14,9.7,2.8,1.2,0.537,5.0,0,116,108,11.5,-0.4,14.7,0.9
Boris Diaw,SAS,13/14,9.1,4.1,2.8,0.756,4.9,0,109,104,14.1,1.3,17.0,1.6
Samuel Dalembert,DAL,13/14,6.6,6.8,0.5,0.598,4.9,0,117,105,16.8,-0.8,14.8,0.5
Tyson Chandler,NYK,13/14,8.7,9.6,1.1,0.451,4.9,0,120,106,16.4,0.2,12.9,0.9
Reggie Jackson,OKC,13/14,13.1,3.9,4.1,0.72,4.9,0,105,106,15.4,0.1,22.6,1.2
Monta Ellis,DAL,13/14,19.0,3.6,5.7,0.598,4.9,0,104,109,16.8,-0.3,26.0,1.3
Joe Johnson,BRK,13/14,15.8,3.4,2.7,0.537,4.9,0,110,112,15.5,0.2,22.3,1.4
Mario Chalmers,MIA,13/14,9.8,2.9,4.9,0.659,4.8,0,108,106,14.0,0.2,17.4,1.2
Mason Plumlee,BRK,13/14,7.4,4.4,0.9,0.537,4.7,0,121,104,19.0,1.0,17.1,1.0
Randy Foye,DEN,13/14,13.2,2.9,3.5,0.439,4.6,0,110,111,13.3,0.5,18.8,1.6
Timofey Mozgov,DEN,13/14,9.4,6.4,0.8,0.439,4.5,0,111,106,16.7,-0.8,18.8,0.5
Jodie Meeks,LAL,13/14,15.7,2.5,1.8,0.329,4.5,0,112,113,14.7,-0.1,19.1,1.2
Draymond Green,GSW,13/14,6.2,5.0,1.9,0.622,4.5,0,102,98,12.7,1.9,14.8,1.8
Shaun Livingston,BRK,13/14,8.3,3.2,3.2,0.537,4.4,0,111,108,14.5,0.4,16.1,1.2
Jordan Hill,LAL,13/14,9.7,7.4,0.8,0.329,4.4,0,115,108,19.3,-0.5,19.7,0.6
Jeremy Lin,HOU,13/14,12.5,2.6,4.1,0.659,4.4,0,109,109,14.3,-0.2,20.4,0.9
Kyle Singler,DET,13/14,9.6,3.7,0.9,0.354,4.4,0,117,113,11.8,-1.4,14.0,0.3
Nikola Vučević,ORL,13/14,14.2,11.0,1.8,0.28,4.4,0,106,103,18.8,0.1,21.8,1.0
Vince Carter,DAL,13/14,11.9,3.5,2.6,0.598,4.3,0,109,110,15.9,1.2,23.1,1.6
Tiago Splitter,SAS,13/14,8.2,6.2,1.5,0.756,4.3,0,114,102,16.5,0.6,17.7,0.8
Shawn Marion,DAL,13/14,10.4,6.5,1.6,0.598,4.3,0,108,108,13.7,0.2,15.7,1.3
Trevor Booker,WAS,13/14,6.8,5.3,0.9,0.537,4.3,0,114,104,15.0,-0.1,14.4,0.7
Patrick Beverley,HOU,13/14,10.2,3.5,2.7,0.659,4.2,0,115,108,12.4,0.6,14.8,1.2
Terrence Ross,TOR,13/14,10.9,3.1,1.0,0.585,4.2,0,107,107,12.0,-0.2,18.6,1.0
Danny Green,SAS,13/14,9.1,3.4,1.5,0.756,4.2,0,107,101,13.9,3.2,16.7,2.2
Marcus Morris,PHO,13/14,9.7,3.9,1.1,0.585,4.2,0,109,107,14.8,0.5,19.9,1.1
Tobias Harris,ORL,13/14,14.6,7.0,1.3,0.28,4.1,0,108,107,16.5,-0.7,22.2,0.6
Eric Bledsoe,PHO,13/14,17.7,4.7,5.5,0.585,4.1,0,110,106,19.6,3.1,24.9,1.8
Kris Humphries,BOS,13/14,8.4,5.9,1.0,0.305,4.1,0,113,105,18.2,0.9,19.0,1.0
Ray Allen,MIA,13/14,9.6,2.8,2.0,0.659,4.1,0,111,109,12.8,-0.4,16.8,0.8
Bradley Beal,WAS,13/14,17.1,3.7,3.3,0.537,4.0,0,103,107,14.3,-0.4,24.3,1.0
Miles Plumlee,PHO,13/14,8.1,7.8,0.5,0.585,4.0,0,104,104,14.6,-1.3,16.2,0.3
Mike Miller,MEM,13/14,7.1,2.5,1.6,0.61,3.9,0,115,109,12.5,0.4,14.7,1.0
Jared Sullinger,BOS,13/14,13.3,8.1,1.6,0.305,3.9,0,105,107,16.4,-1.4,24.1,0.3
Brandon Jennings,DET,13/14,15.5,3.0,7.6,0.354,3.9,0,106,113,15.6,0.1,23.4,1.4
Amar'e Stoudemire,NYK,13/14,11.9,4.9,0.5,0.451,3.8,0,112,110,18.8,-1.6,23.4,0.2
Kirk Hinrich,CHI,13/14,9.1,2.6,3.9,0.585,3.8,0,100,102,10.8,-1.0,17.3,0.6
J.R. Smith,NYK,13/14,14.5,4.0,3.0,0.451,3.7,0,106,111,13.9,-0.2,21.6,1.1
Andray Blatche,BRK,13/14,11.2,5.3,1.5,0.537,3.7,0,104,105,18.8,0.0,25.6,0.8
Gordon Hayward,UTA,13/14,16.2,5.1,5.2,0.305,3.6,0,104,111,16.2,0.8,23.1,2.0
Gerald Henderson,CHO,13/14,14.0,4.0,2.6,0.524,3.6,0,101,106,13.1,-1.5,22.1,0.3
Nick Collison,OKC,13/14,4.2,3.6,1.3,0.72,3.6,0,117,106,11.8,-0.9,11.6,0.4
Elton Brand,ATL,13/14,5.7,4.9,1.0,0.463,3.6,0,110,103,14.0,-0.8,13.9,0.4
Thaddeus Young,PHI,13/14,17.9,6.0,2.3,0.232,3.5,0,101,108,16.6,-0.1,24.1,1.3
Kosta Koufos,MEM,13/14,6.4,5.2,0.5,0.61,3.5,0,106,101,16.5,-1.5,19.4,0.2
Matt Barnes,LAC,13/14,9.9,4.6,2.0,0.695,3.5,0,107,106,12.0,-0.2,16.6,0.8
Carlos Boozer,CHI,13/14,13.7,8.3,1.6,0.585,3.4,0,95,98,14.4,-2.1,26.3,-0.1
Pablo Prigioni,NYK,13/14,3.8,2.0,3.5,0.451,3.4,0,127,110,13.0,0.5,9.3,0.8
DeJuan Blair,DAL,13/14,6.4,4.7,0.9,0.598,3.4,0,110,105,17.3,-1.1,19.6,0.3
Ian Mahinmi,IND,13/14,3.5,3.3,0.3,0.683,3.3,0,105,97,10.2,-1.3,11.4,0.2
J.J. Hickson,DEN,13/14,11.8,9.2,1.4,0.439,3.3,0,103,106,16.2,-0.9,20.8,0.5
Jeff Green,BOS,13/14,16.9,4.6,1.7,0.305,3.3,0,102,109,13.1,-1.5,23.6,0.3
Jeremy Lamb,OKC,13/14,8.5,2.4,1.5,0.72,3.3,0,106,105,13.4,0.1,20.1,0.8
John Henson,MIL,13/14,11.1,7.1,1.6,0.183,3.3,0,106,108,17.9,-0.5,20.3,0.7
C.J. Watson,IND,13/14,6.6,1.6,1.7,0.683,3.2,0,107,100,13.0,1.3,16.6,1.0
Bismack Biyombo,CHO,13/14,2.9,4.8,0.1,0.524,3.2,0,115,99,13.3,-1.2,9.6,0.2
Harrison Barnes,GSW,13/14,9.5,4.0,1.5,0.622,3.2,0,100,105,9.8,-1.6,16.8,0.2
Nenê,WAS,13/14,14.2,5.5,2.9,0.537,3.2,0,102,103,16.6,0.3,24.0,0.9
Alec Burks,UTA,13/14,14.0,3.3,2.7,0.305,3.2,0,106,113,15.8,-0.8,23.9,0.7
Anthony Tolliver,CHO,13/14,6.1,2.6,0.7,0.524,3.2,0,118,107,11.0,0.0,12.4,0.6
Tim Hardaway Jr.,NYK,13/14,10.2,1.5,0.8,0.451,3.1,0,112,114,12.7,-1.8,19.6,0.1
Michael Kidd-Gilchrist,CHO,13/14,7.2,5.2,0.8,0.524,3.1,0,104,103,12.0,-2.1,15.2,0.0
Tyreke Evans,NOP,13/14,14.5,4.7,5.0,0.415,3.1,0,103,110,18.4,0.6,27.1,1.3
Derek Fisher,OKC,13/14,5.2,1.5,1.4,0.72,3.1,0,110,106,10.1,-0.6,13.7,0.5
Al-Farouq Aminu,NOP,13/14,7.2,6.2,1.4,0.415,3.1,0,105,108,13.2,-0.6,14.3,0.7
Wilson Chandler,DEN,13/14,13.6,4.7,1.8,0.439,3.1,0,107,110,12.4,-0.8,19.5,0.6
Tyler Hansbrough,TOR,13/14,4.9,4.5,0.3,0.585,3.0,0,116,104,14.2,-1.9,15.1,0.0
Thabo Sefolosha,OKC,13/14,6.3,3.6,1.5,0.72,3.0,0,106,104,10.4,0.3,11.9,0.9
JJ Redick,LAC,13/14,15.2,2.1,2.2,0.695,3.0,0,117,109,16.6,1.7,21.8,0.9
James Johnson,MEM,13/14,7.4,3.2,2.1,0.61,3.0,0,110,101,18.5,4.5,20.0,1.6
Pau Gasol,LAL,13/14,17.4,9.7,3.4,0.329,3.0,0,102,108,19.3,1.2,26.4,1.5
Marvin Williams,UTA,13/14,9.1,5.1,1.2,0.305,2.9,0,110,110,14.0,0.0,16.7,0.9
Kelly Olynyk,BOS,13/14,8.7,5.2,1.6,0.305,2.9,0,107,107,15.2,-1.2,21.0,0.3
Dante Cunningham,MIN,13/14,6.3,4.1,1.0,0.488,2.9,0,104,105,12.6,-0.8,15.1,0.5
Cory Joseph,SAS,13/14,5.0,1.6,1.7,0.756,2.9,0,115,104,14.7,0.9,16.9,0.7
Steven Adams,OKC,13/14,3.3,4.1,0.5,0.72,2.9,0,108,102,11.2,-2.2,11.7,-0.1
Jeremy Evans,UTA,13/14,6.1,4.7,0.7,0.305,2.8,0,114,109,16.2,-0.9,15.3,0.3
Al Horford,ATL,13/14,18.6,8.4,2.6,0.463,2.8,0,109,104,22.0,3.0,24.7,1.2
Jameer Nelson,ORL,13/14,12.1,3.4,7.0,0.28,2.8,0,104,111,13.9,-1.1,20.1,0.5
Brandon Knight,MIL,13/14,17.9,3.5,4.9,0.183,2.8,0,104,114,16.5,-0.5,26.8,0.9
Maurice Harkless,ORL,13/14,7.4,3.3,1.0,0.28,2.8,0,102,106,11.8,-0.4,14.8,0.8
Mirza Teletović,BRK,13/14,8.6,3.7,0.8,0.537,2.7,0,108,109,14.3,-0.2,20.5,0.6
Khris Middleton,MIL,13/14,12.1,3.8,2.1,0.183,2.7,0,105,113,12.5,-2.3,19.1,-0.2
Jermaine O'Neal,GSW,13/14,7.9,5.5,0.6,0.622,2.7,0,111,102,15.3,-1.4,17.8,0.1
Richard Jefferson,UTA,13/14,10.1,2.7,1.6,0.305,2.7,0,109,114,11.8,-1.4,16.9,0.3
Tony Allen,MEM,13/14,9.0,3.8,1.7,0.61,2.7,0,102,101,15.6,1.0,20.1,1.0
Jason Thompson,SAC,13/14,7.1,6.4,0.6,0.341,2.7,0,103,108,11.1,-3.2,14.4,-0.6
Cody Zeller,CHO,13/14,6.0,4.3,1.1,0.524,2.6,0,101,102,13.1,-2.0,18.9,0.0
Lou Williams,ATL,13/14,10.4,2.1,3.5,0.463,2.6,0,107,109,14.2,-0.8,20.9,0.5
Tyler Zeller,CLE,13/14,5.7,4.0,0.5,0.402,2.6,0,112,107,15.4,-2.2,17.1,-0.1
Mike Scott,ATL,13/14,9.6,3.6,0.9,0.463,2.6,0,105,108,15.3,-1.6,23.5,0.1
Ed Davis,MEM,13/14,5.7,4.1,0.4,0.61,2.6,0,110,103,15.9,-1.2,17.8,0.2
Nick Young,LAL,13/14,17.9,2.6,1.5,0.329,2.5,0,107,114,16.0,-0.5,26.8,0.7
Eric Gordon,NOP,13/14,15.4,2.6,3.2,0.415,2.5,0,105,113,14.9,-0.5,23.2,0.8
C.J. Miles,CLE,13/14,9.9,2.0,1.0,0.402,2.5,0,111,107,16.0,2.4,22.0,1.1
Kyle O'Quinn,ORL,13/14,6.2,5.3,1.1,0.28,2.5,0,102,101,16.5,-0.3,18.6,0.5
Luis Scola,IND,13/14,7.6,4.8,1.0,0.683,2.5,0,96,99,13.4,-2.5,23.8,-0.2
Ömer Aşık,HOU,13/14,5.8,7.9,0.5,0.659,2.4,0,109,103,14.0,-1.5,13.8,0.1
Jared Dudley,LAC,13/14,6.9,2.2,1.4,0.695,2.4,0,107,109,8.9,-1.5,13.5,0.2
Omri Casspi,HOU,13/14,6.9,3.7,1.2,0.659,2.4,0,105,106,12.9,-0.3,18.3,0.5
Jeff Ayres,SAS,13/14,3.3,3.5,0.8,0.756,2.4,0,110,103,11.1,-2.1,12.4,0.0
James Harden,HOU,17/18,30.4,5.4,8.8,0.793,15.4,1,120,105,29.8,9.9,36.1,7.7
LaMarcus Aldridge,SAS,17/18,23.1,8.5,2.0,0.573,10.9,0,118,105,25.0,3.9,29.1,3.7
Clint Capela,HOU,17/18,13.9,10.8,0.9,0.793,10.2,0,126,101,24.5,3.4,19.4,2.8
Kyle Lowry,TOR,17/18,16.2,5.6,6.9,0.72,10.2,0,120,107,19.5,5.2,21.7,4.5
Steven Adams,OKC,17/18,13.9,9.0,1.2,0.585,9.7,0,125,107,20.6,1.1,16.7,2.0
DeMar DeRozan,TOR,17/18,23.0,3.9,5.2,0.72,9.6,0,114,109,21.0,2.8,29.6,3.2
Jimmy Butler,MIN,17/18,22.2,5.3,4.9,0.573,8.9,0,122,110,23.7,5.8,24.9,4.2
Paul George,OKC,17/18,21.9,5.7,3.3,0.585,8.9,0,112,106,18.7,2.9,25.7,3.6
Kemba Walker,CHO,17/18,22.1,3.1,5.6,0.439,8.6,0,115,111,20.6,4.0,27.4,4.2
Otto Porter Jr.,WAS,17/18,14.7,6.4,2.0,0.524,8.1,0,120,107,18.3,3.5,18.4,3.4
Rudy Gobert,UTA,17/18,13.5,10.7,1.4,0.585,8.1,0,122,99,20.7,3.4,16.9,2.5
Derrick Favors,UTA,17/18,12.3,7.2,1.3,0.585,8.0,0,119,104,18.8,1.5,18.5,1.9
Al Horford,BOS,17/18,12.9,7.4,4.7,0.671,7.8,0,115,103,17.6,4.4,18.4,3.7
Darren Collison,IND,17/18,12.4,2.6,5.3,0.585,7.6,0,126,110,18.8,2.7,17.4,2.4
Joe Ingles,UTA,17/18,11.5,4.2,4.8,0.585,7.6,0,115,106,14.4,2.3,15.9,2.8
Jonas Valančiūnas,TOR,17/18,12.7,8.6,1.1,0.72,7.6,0,120,103,22.5,2.4,22.7,1.9
Enes Freedom,NYK,17/18,14.1,11.0,1.5,0.354,7.5,0,122,108,24.0,2.2,21.8,1.9
Taj Gibson,MIN,17/18,12.2,7.1,1.2,0.573,7.2,0,123,112,15.4,-0.5,14.7,1.0
Jrue Holiday,NOP,17/18,19.0,4.5,6.0,0.585,7.1,0,110,109,17.8,1.6,23.1,2.7
Jayson Tatum,BOS,17/18,13.9,5.0,1.6,0.671,7.1,0,111,103,15.2,1.2,19.4,2.0
Bradley Beal,WAS,17/18,22.6,4.4,4.5,0.524,6.9,0,109,110,18.4,2.2,27.6,3.1
Khris Middleton,MIL,17/18,20.1,5.2,4.0,0.537,6.9,0,111,111,17.4,0.0,24.6,1.5
Lou Williams,LAC,17/18,22.6,2.5,5.3,0.512,6.7,0,112,113,20.2,2.3,29.8,2.8
Dwight Powell,DAL,17/18,8.5,5.6,1.2,0.293,6.6,0,129,107,18.8,1.6,15.5,1.5
JJ Redick,PHI,17/18,17.1,2.5,3.0,0.634,6.6,0,119,110,15.9,1.1,21.7,1.7
Julius Randle,LAL,17/18,16.1,8.0,2.6,0.427,6.6,0,112,107,19.9,0.6,25.3,1.4
Dario Šarić,PHI,17/18,14.6,6.7,2.6,0.634,6.6,0,113,107,15.8,1.3,20.9,1.9
CJ McCollum,POR,17/18,21.4,4.0,3.4,0.598,6.6,0,108,109,16.9,1.2,26.5,2.4
Kevin Love,CLE,17/18,17.6,9.3,1.7,0.61,6.4,0,120,109,22.4,3.3,25.1,2.2
Kyle Anderson,SAS,17/18,7.9,5.4,2.7,0.573,6.2,0,114,101,15.9,2.9,13.5,2.4
Will Barton,DEN,17/18,15.7,5.0,4.1,0.561,6.2,0,113,112,16.2,1.1,20.7,2.1
Joel Embiid,PHI,17/18,22.9,11.0,3.2,0.634,6.2,0,106,100,22.9,3.3,33.4,2.6
Robert Covington,PHI,17/18,12.6,5.4,2.0,0.634,6.1,0,107,103,12.9,1.5,17.2,2.3
Draymond Green,GSW,17/18,11.0,7.6,7.3,0.707,6.1,0,110,105,16.1,2.8,17.2,2.8
Pau Gasol,SAS,17/18,10.1,8.0,3.1,0.573,6.0,0,112,102,18.9,3.4,20.4,2.5
Spencer Dinwiddie,BRK,17/18,12.6,3.2,6.6,0.341,5.7,0,114,112,15.9,0.6,20.3,1.5
Terry Rozier,BOS,17/18,11.2,4.7,2.9,0.671,5.6,0,109,104,15.1,2.1,20.4,2.1
Jakob Poeltl,TOR,17/18,6.9,4.8,0.7,0.72,5.6,0,122,104,17.5,0.4,14.8,0.9
Jamal Murray,DEN,17/18,16.7,3.7,3.4,0.561,5.5,0,112,113,16.1,-0.3,22.8,1.1
Montrezl Harrell,LAC,17/18,11.0,4.0,1.0,0.512,5.5,0,124,109,24.7,3.3,23.8,1.7
Kelly Olynyk,MIA,17/18,11.5,5.7,2.7,0.537,5.5,0,112,105,17.8,2.3,21.7,1.9
Thaddeus Young,IND,17/18,11.8,6.3,1.9,0.585,5.5,0,108,107,14.8,0.2,17.3,1.4
Gary Harris,DEN,17/18,17.5,2.6,2.9,0.561,5.5,0,115,112,16.5,0.8,20.8,1.7
John Collins,ATL,17/18,10.5,7.3,1.3,0.293,5.4,0,117,108,18.3,-0.2,17.9,0.8
Bojan Bogdanović,IND,17/18,14.3,3.4,1.5,0.585,5.4,0,114,112,13.9,-0.7,19.0,0.8
Josh Richardson,MIA,17/18,12.9,3.5,2.9,0.537,5.4,0,106,106,13.6,0.7,18.2,1.8
Jerami Grant,OKC,17/18,8.4,3.9,0.7,0.585,5.4,0,122,108,16.2,0.3,16.0,1.0
Trevor Ariza,HOU,17/18,11.7,4.4,1.6,0.793,5.3,0,114,107,11.8,0.7,14.4,1.5
Anthony Tolliver,DET,17/18,8.9,3.1,1.1,0.476,5.3,0,126,110,13.9,0.9,14.8,1.3
Hassan Whiteside,MIA,17/18,14.0,11.4,1.0,0.537,5.3,0,111,99,24.1,2.6,24.7,1.6
Kentavious Caldwell-Pope,LAL,17/18,13.4,5.2,2.2,0.427,5.3,0,111,108,13.2,0.3,16.9,1.4
Goran Dragić,MIA,17/18,17.3,4.1,4.8,0.537,5.3,0,108,109,16.6,0.3,25.7,1.4
Ricky Rubio,UTA,17/18,13.1,4.6,5.3,0.585,5.3,0,105,103,15.4,0.7,22.9,1.6
Donovan Mitchell,UTA,17/18,20.5,3.7,3.7,0.585,5.2,0,103,105,16.7,1.2,29.1,2.2
Serge Ibaka,TOR,17/18,12.6,6.3,0.8,0.72,5.1,0,109,105,14.7,-0.1,19.4,1.0
Ed Davis,POR,17/18,5.3,7.4,0.5,0.598,5.0,0,121,103,15.5,-0.6,12.1,0.5
Marvin Williams,CHO,17/18,9.5,4.7,1.2,0.439,5.0,0,118,109,13.9,1.0,14.8,1.5
Tomáš Satoranský,WAS,17/18,7.2,3.2,3.9,0.524,5.0,0,124,111,15.4,1.2,13.7,1.3
James Johnson,MIA,17/18,10.8,4.9,3.8,0.537,5.0,0,109,105,15.8,1.6,19.1,1.7
Jeremy Lamb,CHO,17/18,12.9,4.0,2.3,0.439,4.9,0,112,109,17.0,1.6,22.4,1.8
John Henson,MIL,17/18,8.8,6.8,1.5,0.537,4.9,0,115,108,15.7,-0.9,15.0,0.5
Klay Thompson,GSW,17/18,20.0,3.8,2.5,0.707,4.9,0,110,111,16.0,-0.4,23.7,1.0
Marcin Gortat,WAS,17/18,8.4,7.6,1.8,0.524,4.9,0,112,107,14.7,-0.6,15.5,0.8
Jeff Teague,MIN,17/18,14.2,3.0,7.0,0.573,4.9,0,111,112,16.4,0.4,20.6,1.4
Kyle O'Quinn,NYK,17/18,7.1,6.1,2.1,0.354,4.8,0,118,105,20.0,3.1,17.0,1.8
Dirk Nowitzki,DAL,17/18,12.0,5.7,1.6,0.293,4.8,0,112,108,16.7,2.3,20.5,2.1
Ryan Anderson,HOU,17/18,9.3,5.0,0.9,0.793,4.8,0,121,109,12.6,0.1,14.4,0.9
Domantas Sabonis,IND,17/18,11.6,7.7,2.0,0.585,4.7,0,110,107,17.5,-1.1,22.1,0.4
Fred VanVleet,TOR,17/18,8.6,2.4,3.2,0.72,4.7,0,115,106,15.9,2.4,19.1,1.7
Eric Gordon,HOU,17/18,18.0,2.5,2.2,0.793,4.7,0,110,110,15.2,0.4,24.7,1.3
Jusuf Nurkić,POR,17/18,14.3,9.0,1.8,0.598,4.7,0,102,101,19.2,0.0,26.4,1.1
Myles Turner,IND,17/18,12.7,6.4,1.3,0.585,4.7,0,110,106,16.6,-0.2,20.0,0.8
Pascal Siakam,TOR,17/18,7.3,4.5,2.0,0.72,4.7,0,113,105,14.5,1.3,15.7,1.4
Delon Wright,TOR,17/18,8.0,2.9,2.9,0.72,4.5,0,116,105,16.5,3.3,17.2,1.9
Jaylen Brown,BOS,17/18,14.5,4.9,1.6,0.671,4.5,0,105,105,13.6,-0.5,21.4,0.8
Alex Len,PHO,17/18,8.5,7.5,1.2,0.256,4.5,0,121,110,19.4,0.3,17.0,0.8
Wayne Ellington,MIA,17/18,11.2,2.8,1.0,0.537,4.5,0,113,110,12.5,0.4,17.3,1.2
E'Twaun Moore,NOP,17/18,12.5,2.9,2.3,0.585,4.4,0,111,112,12.1,-1.6,16.1,0.3
Ish Smith,DET,17/18,10.9,2.7,4.4,0.476,4.4,0,109,109,15.4,0.0,20.8,1.0
Tyreke Evans,MEM,17/18,19.4,5.1,5.2,0.268,4.2,0,111,111,21.1,4.5,28.4,2.6
Jarrett Allen,BRK,17/18,8.2,5.4,0.7,0.341,4.2,0,119,108,17.5,-0.8,16.3,0.5
Reggie Bullock,DET,17/18,11.3,2.5,1.5,0.476,4.2,0,118,110,13.6,0.7,15.7,1.2
Bam Adebayo,MIA,17/18,6.9,5.5,1.5,0.537,4.2,0,116,105,15.7,-0.4,15.9,0.6
Al-Farouq Aminu,POR,17/18,9.3,7.6,1.2,0.598,4.2,0,105,104,12.0,0.4,14.8,1.3
Tyler Johnson,MIA,17/18,11.7,3.4,2.3,0.537,4.2,0,109,108,13.0,-0.3,18.6,0.9
Rondae Hollis-Jefferson,BRK,17/18,13.9,6.8,2.5,0.341,4.1,0,108,109,16.9,0.1,22.2,1.0
DeMarre Carroll,BRK,17/18,13.5,6.6,2.0,0.341,4.1,0,109,110,14.3,0.2,19.8,1.2
Amir Johnson,PHI,17/18,4.6,4.5,1.6,0.634,4.1,0,121,103,14.9,1.0,12.8,0.9
Patty Mills,SAS,17/18,10.0,1.9,2.8,0.573,4.1,0,109,109,11.8,-1.0,17.8,0.5
D.J. Augustin,ORL,17/18,10.2,2.1,3.8,0.305,4.1,0,116,114,15.4,-0.2,18.6,0.8
Marc Gasol,MEM,17/18,17.2,8.1,4.2,0.268,4.0,0,104,108,17.4,2.3,25.6,2.7
Joe Harris,BRK,17/18,10.8,3.3,1.6,0.341,4.0,0,116,113,13.3,0.1,16.6,1.0
Courtney Lee,NYK,17/18,12.0,2.9,2.4,0.354,3.9,0,112,113,13.0,-0.3,16.9,1.0
Jeff Green,CLE,17/18,10.8,3.2,1.3,0.61,3.9,0,115,114,14.8,-1.8,19.3,0.1
P.J. Tucker,HOU,17/18,6.1,5.6,0.9,0.793,3.9,0,107,106,8.3,-1.1,10.5,0.5
Willie Cauley-Stein,SAC,17/18,12.8,7.0,2.4,0.329,3.9,0,106,108,17.6,-0.1,21.8,1.0
Trey Lyles,DEN,17/18,9.9,4.8,1.2,0.561,3.9,0,116,110,17.9,1.3,21.1,1.1
Kosta Koufos,SAC,17/18,6.7,6.6,1.2,0.329,3.9,0,117,108,17.5,-0.4,15.2,0.6
Harrison Barnes,DAL,17/18,18.9,6.1,2.0,0.293,3.8,0,105,111,15.8,-0.5,25.2,1.0
Kyle Kuzma,LAL,17/18,16.1,6.3,1.8,0.427,3.8,0,105,109,14.2,-0.7,22.5,0.8
T.J. McConnell,PHI,17/18,6.3,3.0,4.0,0.634,3.8,0,109,105,12.5,0.0,13.8,0.9
Brook Lopez,LAL,17/18,13.0,4.0,1.7,0.427,3.8,0,108,108,16.5,0.9,23.5,1.3
Kelly Oubre Jr.,WAS,17/18,11.8,4.5,1.2,0.524,3.7,0,106,109,11.9,-1.7,19.4,0.2
Carmelo Anthony,OKC,17/18,16.2,5.8,1.3,0.585,3.7,0,104,109,12.7,-1.9,23.2,0.0
Dewayne Dedmon,ATL,17/18,10.0,7.9,1.5,0.293,3.7,0,111,107,15.8,0.1,17.0,0.8
Frank Kaminsky,CHO,17/18,11.1,3.6,1.6,0.439,3.6,0,110,111,14.4,-0.2,20.5,0.8
Mason Plumlee,DEN,17/18,7.1,5.4,1.9,0.561,3.6,0,112,107,16.9,0.5,16.6,0.9
Tyus Jones,MIN,17/18,5.1,1.6,2.8,0.573,3.6,0,119,110,14.1,0.8,12.7,1.1
Nikola Vučević,ORL,17/18,16.5,9.2,3.4,0.305,3.6,0,105,106,19.7,2.7,25.9,2.0
David West,GSW,17/18,6.8,3.3,1.9,0.707,3.5,0,113,103,20.9,3.1,21.7,1.3
Nicolas Batum,CHO,17/18,11.6,4.8,5.5,0.439,3.5,0,107,110,14.4,0.4,18.3,1.2
Daniel Theis,BOS,17/18,5.3,4.3,0.9,0.671,3.5,0,117,100,16.1,0.3,15.5,0.5
Bobby Portis,CHI,17/18,13.2,6.8,1.7,0.329,3.5,0,108,110,19.7,0.8,26.0,1.2
T.J. Warren,PHO,17/18,19.6,5.1,1.3,0.256,3.4,0,109,114,17.6,-0.7,24.9,0.7
Kyle Korver,CLE,17/18,9.2,2.3,1.2,0.61,3.4,0,120,114,13.4,0.2,16.0,0.9
Jonas Jerebko,UTA,17/18,5.8,3.3,0.6,0.585,3.4,0,118,106,13.2,0.1,15.6,0.6
Josh Hart,LAL,17/18,7.9,4.2,1.3,0.427,3.4,0,116,109,12.2,-0.1,13.5,0.7
Evan Fournier,ORL,17/18,17.8,3.2,2.9,0.305,3.3,0,110,113,15.5,-0.6,23.3,0.7
Jerian Grant,CHI,17/18,8.4,2.3,4.6,0.329,3.3,0,112,112,14.3,-1.3,17.4,0.3
Lauri Markkanen,CHI,17/18,15.2,7.5,1.2,0.329,3.3,0,107,110,15.6,-0.2,21.9,0.9
Markieff Morris,WAS,17/18,11.5,5.6,1.9,0.524,3.3,0,105,108,13.2,-1.3,19.5,0.4
Zaza Pachulia,GSW,17/18,5.4,4.7,1.6,0.707,3.3,0,117,105,17.0,0.0,17.0,0.5
J.J. Barea,DAL,17/18,11.6,2.9,6.3,0.293,3.3,0,109,112,17.8,1.2,24.9,1.3
Wilson Chandler,DEN,17/18,10.0,5.4,2.1,0.561,3.3,0,110,113,10.9,-2.1,14.3,-0.1
Michael Kidd-Gilchrist,CHO,17/18,9.2,4.1,1.0,0.439,3.3,0,110,110,12.5,-2.1,16.1,-0.1
